자치구,안심 주소,CCTV 용도,위도,경도,CCTV 수량,수정 일시,,
관악구,DD018 2-4S 미성동 산121-3,방범,37.47163487,126.9111755,1,2021-09-08,,
관악구,D2017 1-5R 남현동 1072-96,방범,37.4716712,126.9729274,1,2021-09-08,,
관악구,DC057 4-4S 인헌동 179-42,방범,37.47167407,126.9661105,1,2021-09-08,,
관악구,DD043 2-3S 남현동 1074-3,방범,37.4716797,126.9744724,1,2021-09-08,,
관악구,DD043 1-3R 남현동 1074-3,방범,37.47171009,126.9744163,1,2021-09-08,,
관악구,DB029 2-4S 인헌동 178-274,방범,37.47171214,126.968875,1,2021-09-08,,
관악구,C2011 1-4R 서림동 117-1,방범,37.47172852,126.9363487,1,2021-09-08,,
관악구,D2017 3-5S 남현동 1072-96,방범,37.47173197,126.9728332,1,2021-09-08,,
관악구,DB029 4-4SC 인헌동 178-274,방범,37.47173268,126.9687897,1,2021-09-08,,
관악구,DD043 3-3S 남현동 1074-3,방범,37.47173332,126.9743602,1,2021-09-08,,
관악구,T0006 1-2SC 삼성동 808-494,방범,37.47173608,126.9326035,1,2021-09-08,,
관악구,C2011 4-4S 서림동 117-1,방범,37.47173869,126.9362102,1,2021-09-08,,
관악구,D2017 2-5S 남현동 1072-96,방범,37.47174989,126.9730126,1,2021-09-08,,
관악구,DB029 1-4R 인헌동 178-274,방범,37.47175147,126.9688391,1,2021-09-08,,
관악구,CE010 2-3S 미성동 733,방범,37.47175238,126.9120831,1,2021-09-08,,
관악구,C2010 4-4S 서림동 119-11,방범,37.47175488,126.9379568,1,2021-09-08,,
관악구,A2040 1-1R 군아파트어린이공원(남현동 602-282),방범,37.47177181,126.9790536,1,2021-09-08,,
관악구,Y3001 1-1RL 서림동 117-8,방범,37.47177607,126.935704,1,2021-09-08,,
관악구,P1090 5-5S 서림동 103-131와 103-107,방범,37.47178217,126.9396271,1,2021-09-08,,
관악구,DB029 3-4S 인헌동 178-274,방범,37.47179169,126.96882,1,2021-09-08,,
관악구,W2001 2-3S 삼성동 808-540,방범,37.47179982,126.9330865,1,2021-09-08,,
관악구,C2011 3-4S 서림동 117-1,방범,37.47180362,126.9363621,1,2021-09-08,,
관악구,T0006 2-2SC 삼성동 808-494,방범,37.47181479,126.9326652,1,2021-09-08,,
관악구,W2001 1-3RX 삼성동 808-540,방범,37.47183559,126.9331089,1,2021-09-08,,
관악구,P1090 2-5S 서림동 103-131와 103-107,방범,37.47185545,126.9393482,1,2021-09-08,,
관악구,W2001 3-3S 삼성동 808-540,방범,37.47187315,126.9331246,1,2021-09-08,,
관악구,C2010 1-4RX 서림동 119-11,방범,37.47187468,126.9379657,1,2021-09-08,,
관악구,CE010 1-3R 미성동 733,방범,37.47188111,126.9120785,1,2021-09-08,,
관악구,P1090 1-5R 서림동 103-131와 103-107,방범,37.47190297,126.9395016,1,2021-09-08,,
관악구,C2010 2-4S 서림동 119-11,방범,37.47190317,126.9377391,1,2021-09-08,,
관악구,CB015 3-3SC 난곡동 621-5, 신림유치원,방범,37.47190887,126.9199959,1,2021-09-08,
관악구,C2010 3-4S 서림동 119-11,방범,37.47192483,126.9381339,1,2021-09-08,,
관악구,P1090 4-5S 서림동 103-131와 103-107,방범,37.47194715,126.9396568,1,2021-09-08,,
관악구,CB015 1-3R 난곡동 621-5, 신림유치원,방범,37.47198482,126.9199824,1,2021-09-08,
관악구,Y3002 1-1R 서림동 108-115,방범,37.47198574,126.9359064,1,2021-09-08,,
관악구,CE010 3-3S 미성동 733,방범,37.47200985,126.9120873,1,2021-09-08,,
관악구,A9012 1-GS 낙성대공원 관리사무소 (낙성대동 228),방범,37.47201433,126.9596751,1,2021-09-08,,
관악구,D2008 3-4S 난곡동 629-47,방범,37.47202444,126.9224334,1,2021-09-08,,
관악구,P1090 3-5S 서림동 103-131와 103-107,방범,37.47202713,126.9394151,1,2021-09-08,,
관악구,A9012 5-GS 낙성대공원 관리사무소 (낙성대동 228),방범,37.47203297,126.9592831,1,2021-09-08,,
관악구,D2015 5-5S 남현동 1053-29,방범,37.47203317,126.9719519,1,2021-09-08,,
관악구,CB015 2-3S 난곡동 621-5, 신림유치원,방범,37.47204045,126.9199878,1,2021-09-08,
관악구,D3022 1-1R 미성동 산121-6(아카시아마을),방범,37.47205281,126.911027,1,2021-09-08,,
관악구,DB030 4-4SC 인헌동 1646-50,방범,37.47205327,126.9692608,1,2021-09-08,,
관악구,CE020 4-4S 서림동 120-59,방범,37.4720569,126.9368087,1,2021-09-08,,
관악구,CE020 1-4R 서림동 120-59,방범,37.47207027,126.9367369,1,2021-09-08,,
관악구,D2008 1-4R 난곡동 629-47,방범,37.47207427,126.9224486,1,2021-09-08,,
관악구,D2008 2-4S 난곡동 629-47,방범,37.47207779,126.9223544,1,2021-09-08,,
관악구,CE020 2-4S 서림동 120-59,방범,37.47207828,126.9366595,1,2021-09-08,,
관악구,DB030 1-4R 인헌동 1646-50,방범,37.47207922,126.9693583,1,2021-09-08,,
관악구,D2008 4-4S 난곡동 629-47,방범,37.47209173,126.9225261,1,2021-09-08,,
관악구,A9012 4-GS 낙성대공원 관리사무소 (낙성대동 228),방범,37.47209941,126.9592416,1,2021-09-08,,
관악구,CE020 3-4S 서림동 120-59,방범,37.47210069,126.9367784,1,2021-09-08,,
관악구,DB030 2-4SC 인헌동 1646-50,방범,37.47210428,126.9694458,1,2021-09-08,,
관악구,D2015 4-5S 남현동 1053-29,방범,37.47210655,126.9722592,1,2021-09-08,,
관악구,D3003 2-5S 서림동 110-83,방범,37.47211624,126.9344001,1,2021-09-08,,
관악구,AF029 2-3S 남현동 612-52 (홈플러스 옆),방범,37.47212792,126.9820615,1,2021-09-08,,
관악구,DE018 2-5S 인헌동 178-246,방범,37.47213396,126.9674395,1,2021-09-08,,
관악구,DE018 5-5S 인헌동 178-246,방범,37.47213932,126.967563,1,2021-09-08,,
관악구,DB030 3-4SC 인헌동 1646-50,방범,37.47214626,126.9692921,1,2021-09-08,,
관악구,D3089 3-3SC 난곡동 624-8,방범,37.47214833,126.9211314,1,2021-09-08,,
관악구,DE018 1-5R 인헌동 178-246,방범,37.47215615,126.9674995,1,2021-09-08,,
관악구,D3089 1-3R 난곡동 624-8,방범,37.4721608,126.9210641,1,2021-09-08,,
관악구,DG053 3-3S 난곡동 626-69,방범,37.47216802,126.9228182,1,2021-09-08,,
관악구,LA003 SHF04 난곡동제1공영(난곡동 626-82),방범,37.47217084,126.9230761,1,2021-09-08,,
관악구,LA003 E-102 난곡동제1공영(난곡동 626-82),방범,37.47217089,126.9231563,1,2021-09-08,,
관악구,D3035 1-1R 서림동 103-170,방범,37.4721827,126.9421192,1,2021-09-08,,
관악구,DE018 4-5S 인헌동 178-246,방범,37.47218277,126.9675852,1,2021-09-08,,
관악구,D2015 1-5R 남현동 1053-29,방범,37.47219054,126.9720775,1,2021-09-08,,
관악구,DE018 3-5S 인헌동 178-246,방범,37.47219073,126.9674784,1,2021-09-08,,
관악구,LA003 RHF01 난곡동제1공영(난곡동 626-82),방범,37.472195,126.9231159,1,2021-09-08,,
관악구,LA003 S1F02 난곡동제1공영(난곡동 626-82),방범,37.47219505,126.9231927,1,2021-09-08,,
관악구,LA003 R2F01 난곡동제1공영(난곡동 626-82),방범,37.47219542,126.9230744,1,2021-09-08,,
관악구,D3089 2-3SC 난곡동 624-8,방범,37.47219652,126.9210102,1,2021-09-08,,
관악구,LA003 PHF05 난곡동제1공영(난곡동 626-82),방범,37.47219672,126.9230054,1,2021-09-08,,
관악구,LA003 R1F01 난곡동제1공영(난곡동 626-82),방범,37.47219719,126.9230396,1,2021-09-08,,
관악구,LA003 S2F03 난곡동제1공영(난곡동 626-82),방범,37.47219737,126.9233144,1,2021-09-08,,
관악구,DD025 3-4S 서림동 107-7,방범,37.47219979,126.9355234,1,2021-09-08,,
관악구,AF029 1-3R 남현동 612-52 (홈플러스 옆),방범,37.47220304,126.9822342,1,2021-09-08,,
관악구,D3003 3-5S 서림동 110-83,방범,37.47222125,126.9346183,1,2021-09-08,,
관악구,P1002 1-1R 남현동 602-220와 602-326 (삼거리 602-220모퉁이),방범,37.47222348,126.981596,1,2021-09-08,,
관악구,LA003 P2F09 난곡동제1공영(난곡동 626-82),방범,37.47223481,126.9231478,1,2021-09-08,,
관악구,LA003 P2F10 난곡동제1공영(난곡동 626-82),방범,37.4722402,126.9231921,1,2021-09-08,,
관악구,DD025 1-4S 서림동 107-7,방범,37.4722574,126.9355812,1,2021-09-08,,
관악구,LA003 P1F09 난곡동제1공영(난곡동 626-82),방범,37.47226162,126.9231456,1,2021-09-08,,
관악구,LA003 P1F10 난곡동제1공영(난곡동 626-82),방범,37.47226254,126.9231876,1,2021-09-08,,
관악구,D2015 2-5S 남현동 1053-29,방범,37.47226382,126.9719428,1,2021-09-08,,
관악구,AF029 3-3S 남현동 612-52 (홈플러스 옆),방범,37.47227067,126.9824014,1,2021-09-08,,
관악구,D3003 1-5R 서림동 110-83,방범,37.47228287,126.9344953,1,2021-09-08,,
관악구,LA003 C-101 난곡동제1공영(난곡동 626-82),방범,37.47228981,126.9231893,1,2021-09-08,,
관악구,DD025 4-4EB 서림동 107-7,방범,37.47229133,126.9355019,1,2021-09-08,,
관악구,LA003 G-106 난곡동제1공영(난곡동 626-82),방범,37.47229291,126.9231433,1,2021-09-08,,
관악구,DG053 2-3S 난곡동 626-69,방범,37.47229783,126.9226416,1,2021-09-08,,
관악구,DG053 1-3R 난곡동 626-69,방범,37.47230015,126.9228056,1,2021-09-08,,
관악구,LA003 P-109 난곡동제1공영(난곡동 626-82),방범,37.47232115,126.9232661,1,2021-09-08,,
관악구,LA003 P-110 난곡동제1공영(난곡동 626-82),방범,37.47232118,126.9233053,1,2021-09-08,,
관악구,DD025 2-4S 서림동 107-7,방범,37.47232256,126.9354246,1,2021-09-08,,
관악구,DH003 2-2R 남부순환로248길 56(조망),방범,37.47232568,126.965538,1,2021-09-08,,
관악구,D3003 4-5S 서림동 110-83,방범,37.4723403,126.9343446,1,2021-09-08,,
관악구,JA012 2-5UC 남현동 602-193,방범,37.47235197,126.9798677,1,2021-09-08,,
관악구,D2015 3-5S 남현동 1053-29,방범,37.47236222,126.9722344,1,2021-09-08,,
관악구,D2074 3-3UC 인헌동 180-126,방범,37.47237855,126.9666674,1,2021-09-08,,
관악구,A9012 2-GS 낙성대공원 관리사무소 (낙성대동 228),방범,37.47239794,126.9599761,1,2021-09-08,,
관악구,D2018 3-4S 남현동 1076-21,방범,37.47240734,126.9746755,1,2021-09-08,,
관악구,D2073 1-1R 인헌동 산1-8(인헌고~남현동 가는길),방범,37.47241048,126.9710036,1,2021-09-08,,
관악구,D3003 5-5S 서림동 110-83,방범,37.47241068,126.9344447,1,2021-09-08,,
관악구,JA012 3-5UC 남현동 602-193,방범,37.47241452,126.9796859,1,2021-09-08,,
관악구,D2074 1-3R 인헌동 180-126,방범,37.47242289,126.9666387,1,2021-09-08,,
관악구,P1006 1-1R 인헌동 174-5와 173-57 (골목포함삼거리 학교방향),방범,37.47244998,126.9706667,1,2021-09-08,,
관악구,C3005 1-1R 미성동 733,방범,37.47245372,126.9121656,1,2021-09-08,,
관악구,JA012 1-5R 남현동 602-193,방범,37.47246013,126.9798048,1,2021-09-08,,
관악구,D2074 2-3UC 인헌동 180-126,방범,37.47246793,126.9666145,1,2021-09-08,,
관악구,K3002 3-4S 서림동 107-67앞 (줌고정),방범,37.47247578,126.9355894,1,2021-09-08,,
관악구,DA045 2-3S 인헌동 196-188,방범,37.4724828,126.9631834,1,2021-09-08,,
관악구,DA045 1-3S 인헌동 196-188,방범,37.4724899,126.9630151,1,2021-09-08,,
관악구,DE029 2-5S 난곡동 706-34,방범,37.47249666,126.9187786,1,2021-09-08,,
관악구,P1077 2-3UC 난곡동 1678-14와 622-1,방범,37.4724987,126.920551,1,2021-09-08,,
관악구,A0008 1-1R 해태어린이공원 (서림동 103-141),방범,37.47250207,126.9404654,1,2021-09-08,,
관악구,JA012 4-5UC 남현동 602-193,방범,37.47250753,126.9799327,1,2021-09-08,,
관악구,J2002 4-5UC 서림동 103-20,방범,37.47251605,126.9403371,1,2021-09-08,,
관악구,DE029 5-5S 난곡동 706-34,방범,37.47251896,126.9187101,1,2021-09-08,,
관악구,N7004 4-4S 난곡동 617-9, 우리들약국 부근,방범,37.4725216,126.9193676,1,2021-09-08,
관악구,D2018 1-4R 남현동 1076-21,방범,37.47253163,126.974772,1,2021-09-08,,
관악구,DA045 3-3S 인헌동 196-188,방범,37.47253821,126.9631363,1,2021-09-08,,
관악구,DE029 1-5R 난곡동 706-34,방범,37.47253955,126.9187471,1,2021-09-08,,
관악구,K3002 4-4EB 서림동 107-67앞,방범,37.47254492,126.9355946,1,2021-09-08,,
관악구,P1001 3-6S 남현동 602-171와 602-121 (삼거리 602-171코너),방범,37.47255062,126.9782084,1,2021-09-08,,
관악구,P1077 1-3R 난곡동 1678-14와 622-1,방범,37.47255073,126.9205262,1,2021-09-08,,
관악구,DB062 2-4SC 서림동 120-36,방범,37.47255534,126.9367605,1,2021-09-08,,
관악구,P1001 4-6S 남현동 602-171와 602-121 (삼거리 602-171코너),방범,37.4725602,126.9784764,1,2021-09-08,,
관악구,JA012 5-5UC 남현동 602-193,방범,37.47256293,126.979742,1,2021-09-08,,
관악구,DA080 1-1R 삼성동 378-1,방범,37.47256491,126.9299614,1,2021-09-08,,
관악구,DE029 3-5S 난곡동 706-34,방범,37.47256791,126.9187209,1,2021-09-08,,
관악구,K3002 1-4S 서림동 107-67앞,방범,37.47256876,126.9356051,1,2021-09-08,,
관악구,DE029 4-5S 난곡동 706-34,방범,37.47257444,126.9187818,1,2021-09-08,,
관악구,J2002 5-5U 서림동 103-20,방범,37.47258211,126.9401561,1,2021-09-08,,
관악구,N7004 3-4S 난곡동 617-9, 우리들약국 부근,방범,37.47259555,126.9194364,1,2021-09-08,
관악구,DB061 1-1R 서림동 120-92,방범,37.47259693,126.9374811,1,2021-09-08,,
관악구,DC007 4-4S 난곡동 618-7,방범,37.4725995,126.9199774,1,2021-09-08,,
관악구,DC007 3-4S 난곡동 618-7,방범,37.47260255,126.9198602,1,2021-09-08,,
관악구,P1077 3-3S 난곡동 1678-14와 622-1,방범,37.47261194,126.921143,1,2021-09-08,,
관악구,N7004 1-4RXXC 난곡동 617-9, 우리들약국 부근,방범,37.47261452,126.9192928,1,2021-09-08,
관악구,DB062 1-4R 서림동 120-36,방범,37.47262239,126.9367627,1,2021-09-08,,
관악구,A9012 3-GS 낙성대공원 관리사무소 (낙성대동 228),방범,37.47262315,126.9597651,1,2021-09-08,,
관악구,J2002 1-5R 서림동 103-20,방범,37.47262509,126.9402862,1,2021-09-08,,
관악구,P1001 6-6S 남현동 602-171와 602-121 (삼거리 602-171코너),방범,37.4726288,126.9781461,1,2021-09-08,,
관악구,D2018 4-4S 남현동 1076-21,방범,37.47263172,126.9746227,1,2021-09-08,,
관악구,K3002 2-4S 서림동 107-67앞,방범,37.47263313,126.9356106,1,2021-09-08,,
관악구,D2018 2-4S 남현동 1076-21,방범,37.47263714,126.9748908,1,2021-09-08,,
관악구,DC007 1-4S 난곡동 618-7,방범,37.47265182,126.9200116,1,2021-09-08,,
관악구,J2002 2-5UC 서림동 103-20,방범,37.47265285,126.9403766,1,2021-09-08,,
관악구,DC007 2-4S 난곡동 618-7,방범,37.47265487,126.9198916,1,2021-09-08,,
관악구,DB062 3-4SC 서림동 120-36,방범,37.47267427,126.9368176,1,2021-09-08,,
관악구,P1001 1-6R 남현동 602-171와 602-121 (삼거리 602-171코너),방범,37.4726758,126.978357,1,2021-09-08,,
관악구,DB062 4-4SC 서림동 120-36,방범,37.47268673,126.9367177,1,2021-09-08,,
관악구,A0009 1-1R 해태어린이공원 (서림동 103-141),방범,37.47268706,126.940696,1,2021-09-08,,
관악구,DC005 2-4S 난곡동 1678-25,방범,37.47269103,126.9214722,1,2021-09-08,,
관악구,N7004 2-4S 난곡동 617-9, 우리들약국 부근,방범,37.47270506,126.9192239,1,2021-09-08,
관악구,J2002 3-5UC 서림동 103-20,방범,37.4727088,126.9402461,1,2021-09-08,,
관악구,DC005 1-4R 난곡동 1678-25,방범,37.47270899,126.9216022,1,2021-09-08,,
관악구,D2011 3-4S 난곡동 706-26,방범,37.47270986,126.9181548,1,2021-09-08,,
관악구,DC005 4-4S 난곡동 1678-25,방범,37.47271443,126.9217144,1,2021-09-08,,
관악구,DG045 2-4S 인헌동 1641-39,방범,37.47271704,126.9674356,1,2021-09-08,,
관악구,DG045 3-4S 인헌동 1641-39,방범,37.47272005,126.9675178,1,2021-09-08,,
관악구,JA011 5-5U 인헌동 1646-26,방범,37.47273261,126.9680521,1,2021-09-08,,
관악구,D2011 1-4R 난곡동 706-26,방범,37.47275349,126.9181587,1,2021-09-08,,
관악구,DD009 1-2S 남현동 602-348,방범,37.4727566,126.9817829,1,2021-09-08,,
관악구,DG045 1-3R 인헌동 1641-39,방범,37.47276653,126.9675111,1,2021-09-08,,
관악구,JA011 2-5U 인헌동 1646-26,방범,37.47276803,126.9680939,1,2021-09-08,,
관악구,P1001 2-6S 남현동 602-171와 602-121 (삼거리 602-171코너),방범,37.4727719,126.9784907,1,2021-09-08,,
관악구,JA011 1-5R 인헌동 1646-26,방범,37.47277194,126.9680297,1,2021-09-08,,
관악구,D3065 5-5S 인헌동 196-215,방범,37.47277229,126.9647531,1,2021-09-08,,
관악구,JA011 3-5U 인헌동 1646-26,방범,37.47277389,126.9679692,1,2021-09-08,,
관악구,D2011 4-4S 난곡동 706-26,방범,37.47278036,126.9180548,1,2021-09-08,,
관악구,D2011 2-4S 난곡동 706-26,방범,37.47279813,126.9182504,1,2021-09-08,,
관악구,DC005 3-4S 난곡동 1678-25,방범,37.4728109,126.9215977,1,2021-09-08,,
관악구,JA011 4-5U 인헌동 1646-26,방범,37.4728162,126.9680346,1,2021-09-08,,
관악구,DG045 4-4S 인헌동 1641-39,방범,37.47282432,126.9674467,1,2021-09-08,,
관악구,P1001 5-6S 남현동 602-171와 602-121 (삼거리 602-171코너),방범,37.472831,126.9784213,1,2021-09-08,,
관악구,DE041 3-3S 서림동 127-109,방범,37.47283363,126.9377853,1,2021-09-08,,
관악구,DD009 2-2S 남현동 602-348,방범,37.47283483,126.9818121,1,2021-09-08,,
관악구,DE041 1-3R 서림동 127-109,방범,37.47284696,126.9377403,1,2021-09-08,,
관악구,D3065 4-5S 인헌동 196-215,방범,37.47284854,126.9646526,1,2021-09-08,,
관악구,D3065 1-5R 인헌동 196-215,방범,37.47285357,126.9647366,1,2021-09-08,,
관악구,P1078 1-1R 난곡동 1678-35와 1678-30,방범,37.47285369,126.9220058,1,2021-09-08,,
관악구,DE041 2-3S 서림동 127-109,방범,37.47286241,126.9376873,1,2021-09-08,,
관악구,D3065 2-5S 인헌동 196-215,방범,37.4728629,126.9648249,1,2021-09-08,,
관악구,A0016 1-1R 상록공원 (남현동 602-196와 602-203),방범,37.47286864,126.9803893,1,2021-09-08,,
관악구,DE017 3-4S 인헌동 196-165,방범,37.47287582,126.9623843,1,2021-09-08,,
관악구,DE017 2-4S 인헌동 196-165,방범,37.47288218,126.9621908,1,2021-09-08,,
관악구,K3005 2-2S 인헌동 196-217,방범,37.47288303,126.9650778,1,2021-09-08,,
관악구,DE017 1-4R 인헌동 196-165,방범,37.47288435,126.9622768,1,2021-09-08,,
관악구,DG010 3-4S 남현동 602-80,방범,37.47288557,126.9775116,1,2021-09-08,,
관악구,DG052 1-1S 난곡동 1678-44,방범,37.47290067,126.9225836,1,2021-09-08,,
관악구,DE040 2-5S 서림동 110-29,방범,37.47291918,126.934139,1,2021-09-08,,
관악구,D3065 3-5S 인헌동 196-215,방범,37.47292485,126.9647285,1,2021-09-08,,
관악구,DB031 2-4SC 남현동 1072-60,방범,37.47294558,126.9727044,1,2021-09-08,,
관악구,DG050 2-2S 미성동 724-45,방범,37.47294585,126.9176399,1,2021-09-08,,
관악구,DE017 4-4S 인헌동 196-165,방범,37.47295073,126.9623251,1,2021-09-08,,
관악구,DG010 1-4R 남현동 602-80,방범,37.47295232,126.9775131,1,2021-09-08,,
관악구,K3005 1-2S 인헌동 196-217,방범,37.47295816,126.9651809,1,2021-09-08,,
관악구,DG010 4-4S 남현동 602-80,방범,37.47296068,126.9775893,1,2021-09-08,,
관악구,DB031 4-4SC 남현동 1072-60,방범,37.47296705,126.9728009,1,2021-09-08,,
관악구,DE040 1-5R 서림동 110-29,방범,37.47296805,126.9341462,1,2021-09-08,,
관악구,DE040 4-5S 서림동 110-29,방범,37.47297925,126.9342519,1,2021-09-08,,
관악구,A0015 1-1R 상록공원 (남현동 602-196와 602-186),방범,37.4729871,126.9802197,1,2021-09-08,,
관악구,DB031 1-4R 남현동 1072-60,방범,37.47298849,126.9727392,1,2021-09-08,,
관악구,DE040 3-5S 서림동 110-29,방범,37.47300351,126.9340448,1,2021-09-08,,
관악구,DE028 3-3S 미성동 1712,방범,37.47301279,126.9142206,1,2021-09-08,,
관악구,DG010 2-4S 남현동 602-80,방범,37.47302503,126.9775026,1,2021-09-08,,
관악구,DG050 1-2R 미성동 724-45,방범,37.4730263,126.917629,1,2021-09-08,,
관악구,DB031 3-4SC 남현동 1072-60,방범,37.47302872,126.9727055,1,2021-09-08,,
관악구,DE028 1-3R 미성동 1712,방범,37.47303447,126.9142803,1,2021-09-08,,
관악구,D2019 4-5S 남현동 1079-1,방범,37.47306611,126.9740351,1,2021-09-08,,
관악구,DE040 5-5S 서림동 110-29,방범,37.47306734,126.9341694,1,2021-09-08,,
관악구,DG051 1-1S 미성동 724-45,방범,37.47307331,126.9175179,1,2021-09-08,,
관악구,DE028 2-3S 미성동 1712,방범,37.47307491,126.9143364,1,2021-09-08,,
관악구,D2019 3-5S 남현동 1079-1,방범,37.47307943,126.9739226,1,2021-09-08,,
관악구,DD048 2-3S 인헌동 173-6,방범,37.4730903,126.9705703,1,2021-09-08,,
관악구,D2019 1-5R 남현동 1079-1,방범,37.47310877,126.9739803,1,2021-09-08,,
관악구,P1004 1-1R 남현동 1072-50와 1072-49 (삼거리 1072-50코너),방범,37.47312202,126.9732912,1,2021-09-08,,
관악구,A9007 1-1R 약수어린이공원 (미성동 1685와 1686),방범,37.47312225,126.91242,1,2021-09-08,,
관악구,T8006 1-3S 서림동 107-32와 110-22,방범,37.47314967,126.9351206,1,2021-09-08,,
관악구,D2019 5-5S 남현동 1079-1,방범,37.47315766,126.974053,1,2021-09-08,,
관악구,D2019 2-5S 남현동 1079-1,방범,37.47315906,126.973928,1,2021-09-08,,
관악구,DD048 1-3S 인헌동 173-6,방범,37.47316028,126.9706485,1,2021-09-08,,
관악구,J3006 3-6UC 삼성동 396-49,방범,37.47316442,126.9319586,1,2021-09-08,,
관악구,DG047 4-4S 남현동 602-177,방범,37.47317381,126.9792961,1,2021-09-08,,
관악구,DG047 1-4R 남현동 602-177,방범,37.47318516,126.9794225,1,2021-09-08,,
관악구,DD048 3-3S 인헌동 173-6,방범,37.47319239,126.9705228,1,2021-09-08,,
관악구,DG056 3-4S 신림동 395-49,방범,37.47320879,126.9330572,1,2021-09-08,,
관악구,T0008 1-1R 인헌동 1641-12(송림빌라 앞),방범,37.47321152,126.967104,1,2021-09-08,,
관악구,T8006 2-3S 서림동 107-32와 110-22,방범,37.47321397,126.9349994,1,2021-09-08,,
관악구,T9005 4-4SC 난곡동 619-48,방범,37.47321944,126.9201176,1,2021-09-08,,
관악구,AC002 1-1R 낙성대야외놀이마당 (낙성대동 287),방범,37.47322103,126.9597055,1,2021-09-08,,
관악구,J3006 4-6UC 삼성동 396-49,방범,37.47322652,126.9319901,1,2021-09-08,,
관악구,J3006 1-6R 삼성동 396-49,방범,37.47322886,126.9319328,1,2021-09-08,,
관악구,DC029 4-5S 서림동 103-43,방범,37.47323327,126.9399701,1,2021-09-08,,
관악구,J3006 6-6SC 삼성동 396-49,방범,37.47324315,126.9320418,1,2021-09-08,,
관악구,J3006 2-6U 삼성동 396-49,방범,37.47324365,126.9318577,1,2021-09-08,,
관악구,DG047 2-4S 남현동 602-177,방범,37.47325191,126.9794576,1,2021-09-08,,
관악구,DC008 3-4S 난곡동 613-13,방범,37.47325354,126.9193741,1,2021-09-08,,
관악구,DB032 4-4SC 남현동 602-237,방범,37.47326467,126.9809663,1,2021-09-08,,
관악구,T8006 3-3S 서림동 107-32와 110-22,방범,37.47326762,126.9350263,1,2021-09-08,,
관악구,J3006 5-6UC 삼성동 396-49,방범,37.47327036,126.9319365,1,2021-09-08,,
관악구,DC029 3-5S 서림동 103-43,방범,37.47327968,126.9398265,1,2021-09-08,,
관악구,DG056 4-4S 신림동 395-49,방범,37.47328861,126.9329928,1,2021-09-08,,
관악구,D3032 5-5S 서림동 105-35,방범,37.4732906,126.9387934,1,2021-09-08,,
관악구,DG056 1-4R 신림동 395-49,방범,37.47329283,126.9330758,1,2021-09-08,,
관악구,DG047 3-4S 남현동 602-177,방범,37.47329658,126.9793051,1,2021-09-08,,
관악구,DB032 2-4SC 남현동 602-237,방범,37.47330041,126.9808654,1,2021-09-08,,
관악구,DC029 1-5R 서림동 103-43,방범,37.47330476,126.9399173,1,2021-09-08,,
관악구,T9005 1-4R 난곡동 619-48,방범,37.47330524,126.920085,1,2021-09-08,,
관악구,DH003 1-2R 남부순환로248길 56(조망),방범,37.47330922,126.9655948,1,2021-09-08,,
관악구,P1059 3-4SC 인헌동 1651-5,방범,37.47331972,126.9687711,1,2021-09-08,,
관악구,DC008 2-4S 난곡동 613-13,방범,37.47332243,126.9194526,1,2021-09-08,,
관악구,DB032 1-4R 남현동 602-237,방범,37.47332366,126.9809271,1,2021-09-08,,
관악구,DC008 1-4R 난곡동 613-13,방범,37.47332862,126.9193595,1,2021-09-08,,
관악구,DC029 5-5S 서림동 103-43,방범,37.47332984,126.9400048,1,2021-09-08,,
관악구,P1089 1-1R 서림동 102-45와 103-26,방범,37.47333139,126.9412749,1,2021-09-08,,
관악구,DD056 1-2S 청룡동 1593-3 뒷편,방범,37.47333466,126.9522847,1,2021-09-08,,
관악구,T9005 2-4SC 난곡동 619-48,방범,37.47333555,126.9199638,1,2021-09-08,,
관악구,DC008 4-4S 난곡동 613-13,방범,37.47335719,126.9193011,1,2021-09-08,,
관악구,DC029 2-5S 서림동 103-43,방범,37.47336194,126.9398455,1,2021-09-08,,
관악구,DB045 5-5S 미성동 744-3,방범,37.47336212,126.9126853,1,2021-09-08,,
관악구,DG056 2-4S 신림동 395-49,방범,37.47336258,126.9331139,1,2021-09-08,,
관악구,T9005 3-4SC 난곡동 619-48,방범,37.47336431,126.9201859,1,2021-09-08,,
관악구,DB045 3-5SC 미성동 744-3,방범,37.47336563,126.9125989,1,2021-09-08,,
관악구,D2075 1-1R 인헌동 1650-22,방범,37.47337155,126.969902,1,2021-09-08,,
관악구,P1059 2-4SC 인헌동 1651-5,방범,37.47338053,126.9688597,1,2021-09-08,,
관악구,DB032 3-4SC 남현동 602-237,방범,37.47338355,126.9808968,1,2021-09-08,,
관악구,P1059 1-4R 인헌동 1651-5,방범,37.47338766,126.9687789,1,2021-09-08,,
관악구,DB045 2-5SC 미성동 744-3,방범,37.47340688,126.9127727,1,2021-09-08,,
관악구,D3032 1-5RL 서림동 105-35,방범,37.47342109,126.9387282,1,2021-09-08,,
관악구,DB045 1-5R 미성동 744-3,방범,37.47342469,126.9126695,1,2021-09-08,,
관악구,D3032 2-5S 서림동 105-35,방범,37.47342996,126.9385959,1,2021-09-08,,
관악구,A3001 1-1R 남강창의어린이공원(난곡동 1678-9),방범,37.47344323,126.9239673,1,2021-09-08,,
관악구,P1059 4-4SC 인헌동 1651-5,방범,37.47344934,126.96878,1,2021-09-08,,
