의류수거함,address,ID,lat,lng
삼성동-23,서울특별시 관악구 호암로18나길 16,321,37.4766954,126.9548079
삼성동-24,서울특별시 관악구 호암로18나길 28 앞,322,37.4766954,126.9548079
삼성동-25,서울특별시 관악구 호암로18나길 5,323,37.4766954,126.9548079
서림동-1,서울특별시 관악구 복은10길 23,324,37.4766954,126.9548079
서림동-2,서울특별시 관악구 복은2길 30,325,37.4766954,126.9548079
서림동-3,서울특별시 관악구 복은4길 5,326,37.4766954,126.9548079
서림동-4,서울특별시 관악구 복은7길 42,327,37.4766954,126.9548079
서림동-5,서울특별시 관악구 복은길 12,328,37.4766954,126.9548079
서림동-6,서울특별시 관악구 복은길 22,329,37.4766954,126.9548079
서림동-7,서울특별시 관악구 복은길 30,330,37.4766954,126.9548079
서림동-8,서울특별시 관악구 복은길 58-27,331,37.4766954,126.9548079
서림동-9,서울특별시 관악구 복은길 59-14,332,37.4766954,126.9548079
서림동-10,서울특별시 관악구 복은길 76,333,37.4766954,126.9548079
서림동-11,서울특별시 관악구 복은길 79,334,37.4766954,126.9548079
서림동-12,서울특별시 관악구 복은길129-13,335,37.4766954,126.9548079
서림동-13,서울특별시 관악구 서림1길 4,336,37.4766954,126.9548079
서림동-14,서울특별시 관악구 서림3길 59,337,37.4766954,126.9548079
서림동-15,서울특별시 관악구 서림3길 60,338,37.4766954,126.9548079
서림동-16,서울특별시 관악구 서림3길 64,339,37.4766954,126.9548079
서림동-17,서울특별시 관악구 서림3길 69-5,340,37.4766954,126.9548079
서림동-18,서울특별시 관악구 서림5길 23,341,37.4766954,126.9548079
서림동-19,서울특별시 관악구 서림7길 39,342,37.4766954,126.9548079
서림동-20,서울특별시 관악구 서림7길 66,343,37.4766954,126.9548079
서림동-21,서울특별시 관악구 서림9길 30,344,37.4766954,126.9548079
서림동-22,서울특별시 관악구 서림길 107,345,37.4766954,126.9548079
서림동-23,서울특별시 관악구 서림길 118,346,37.4766954,126.9548079
서림동-24,서울특별시 관악구 서림길 40,347,37.4766954,126.9548079
서림동-25,서울특별시 관악구 서림길 40,348,37.4766954,126.9548079
서림동-26,서울특별시 관악구 서림길 99-6,349,37.4766954,126.9548079
서림동-27,서울특별시 관악구 신림로14길 31,350,37.4766954,126.9548079
서림동-28,서울특별시 관악구 신림로18가길 42,351,37.4766954,126.9548079
서림동-29,서울특별시 관악구 신림로18가길 9,352,37.4766954,126.9548079
서림동-30,서울특별시 관악구 신림로22길 18,353,37.4766954,126.9548079
서림동-31,서울특별시 관악구 신림로22길 29,354,37.4766954,126.9548079
